name1,name2,whole_adress,street2,phone,intake1,intake2,intake1a,intake2a,service_code_info,latitude,longitude
VA NY Harbor Healthcare System,Staten Island Community Clinic,1150 South Avenue Staten Island NY 10314,Suite 301,718-761-2973,NA,NA,NA,NA,SA MH SUMH * OP * VAHC * CHLOR HALOP LOXAP PERPH ARIPI LURAS OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT IPT TELE AIM * FED VAMC * MC MI PI SF VAF * SE VET ADM CO TBI SMI * STU * HIVT STDT MST HBT HCT * HS * TCC * SMON * ADLT SNR YAD * VAPN * COOT DEC FPSY SPS,40.6120651,-74.17771480135724
Stony Brook Univ Hosp Medical Center,Adult Outpatient Psychiatry,Stony Brook University Hospital Putnam Stony Brook NY 11794,101 Nicolls Road,631-632-9510,631-632-5872,631-708-4996,NA,NA,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * MC MD PI SF SI * CO PED PEFP PTSD SMI * STU * HIVT STDT MST HBT HCT LABT * TCC * SMON * ADLT SNR YAD * DEC CM IPC SPS,NA,NA
Monsignor Patrick J Frawley,Mental Health Clinic,Sheehan Bldg/Good Samaritan Hospital Suffern NY 10901,255 Lafayette Avenue,845-368-5222 x5220,845-368-5222,NA,NA,NA,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PROCH TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT CFT DBT GT IPT TELE * CIT * PVTN * MC MD MI PI SF SI SWFS * TAY SED * STU * TCC * SMON * ADLT CHLD SNR YAD * AH SP FX * F28 F35 * VAPN * FPSY SPS,NA,NA
Helio Health Inc,Meadows Outpatient Services,518 James Street Syracuse NY 13203,NA,315-471-1564,NA,315-471-0568,NA,NA,SA MH SUMH * OP * CBHC * ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEOFF * PVTN * CLF FG MC MD PI SF SI * TAY SE VET MF CO TRMA PTSD * STU * HIVT STDT TBS MST LABT * PEER * TCC * SMON * ADLT CHLD SNR YAD * AH SP * VAPN * ICM PRS CM SPS,43.0536151,-76.144701
Helio Health Inc,Personalized Recovery Oriented Servs,321 West Onondaga Street Syracuse NY 13202,NA,315-478-2030,NA,NA,NA,NA,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IDD IPT TELE AIM * CIT * PVTN * MC MD MI PI SF SI SMHA * PA SS * SE GL VET ADM MF CO HV DV TRMA TBI PED PTSD SMI * STU * HS PEER * TCC * ADLT SNR YAD * AH * VPPD * COOT FPSY PRS SEMP SH VRS CM SPS ES,43.0420001,-76.155056
Liberty Resources Inc,Brownell Center for Behavioral Health,1045 James Street Syracuse NY 13203,NA,315-472-4471,NA,NA,NA,NA,SA MH SUMH * OP * CBHC * RISPE NRT ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * MC MD PI SF SI * SS * CO * STU * PEER * TCC * SMON * ADLT CHLD SNR YAD * AH SP * VAPN * COOT DEC CM IPC SPS,43.06069075,-76.13297468992596
Onondaga Case Management Services Inc,ACT Team Supervisor,620 Erie Boulevard West Syracuse NY 13204,Suite 208,315-472-7363 x174,NA,315-472-7363 x118,NA,NA,MH SUMH * OP * OMH * FLUPH HALOP PERPH THIOT THIOR TRIFL ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * GT IDD IPT AIM * PVTN * CLF MD OSF * CO SMI * STU * HS PEER * ADLT SNR YAD * AH * VPPD * ACT AOT COOT DEC FPSY ICM VRS CM ES,43.049386600000005,-76.1645278981297
Saint Josephs Hospital Health Center,CPEP,301 Prospect Avenue Syracuse NY 13203,NA,315-448-6555,315-726-8610,NA,NA,NA,SA MH SUMH * HI * IPSY * NRT NSC * GT * CIT WI * PVTN * CMHG MC MD MI PI SF SI SMHA * STU * TCC * SMON * ADLT CHLD SNR YAD * AH * CDM FPSY IMR SPS,43.0543227,-76.1471607
Saint Josephs Hospital Health Center,Outpatient Behavioral Health,742 James Street Syracuse NY 13203,NA,315-703-2700,NA,NA,NA,NA,MH SUMH * OP * OMH * CHLOR HALOP LOXAP CLOZA OLANZ OLANZF RISPE NRT NSC ANTPYCH * CBT CRT CFT DBT GT IDD IPT TELE * PEOFF * PVTN * MC MD MI PI PCF SF SI SMHA SWFS * TAY SE GL VET MF CO HV DV TRMA PEFP PTSD SED SMI * STU * HS PEER * TCC * ADLT CHLD SNR YAD * AH * VPPD * DEC FPSY SEMP SH VRS IPC,43.0552274,-76.1411140941004
Syracuse VA,Behavioral Health Outpatient Clinic,620 Erie Boulevard West Syracuse NY 13204,NA,315-425-3463,NA,315-425-4400,NA,NA,SA MH SUMH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON WI * FED VAMC * MI VAF * VET CO PTSD SMI * STU * HS PEER * TCC * SMON * ADLT SNR YAD * AH * VAPN * ACT COOT FPSY ICM LAD PRS SEMP SH VRS IPC SPS ES,43.049386600000005,-76.1645278981297
Upstate University Hospial,Outpatient Psychiatric Clinic,713 Harrison Street Syracuse NY 13210,NA,315-464-3100,315-464-3140,NA,NA,NA,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH TRIFL ARIPI ASENA BREXP CARIP CLOZA OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PEON WI * STG * CLF ITU MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * TAY CO PED PEFP PTSD SED SMI * STU * LABT * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * DEC FPSY SPS,43.0448024,-76.14115167633823
Family Services of Westchester Inc,NA,239 North Broadway Tarrytown NY 10591,NA,914-631-2022 x16,914-631-2022,NA,NA,NA,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD MI PI SF SI * TAY SE GL CO TRMA PTSD SED SMI * STU * TCC * SMON * ADLT CHLD SNR YAD * SP * VAPN * COOT FPSY TPC SPS,41.0843146,-73.85923557289198
Boulevard Recovery Center,NA,1370 Niagara Falls Boulevard Tonawanda NY 14150,NA,716-833-3708,716-831-1800,NA,NA,NA,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * CIT * PVTN * FG MC MD MI PI SF * SS * GL VET ADM MF CO TRMA PTSD SMI * STU * TBS * TCC * SMON * ADLT CHLD SNR YAD * VAPN * FPSY VRS,42.9912419,-78.8231407
Rensselaer County Mental Health Dept,NA,1600 7th Avenue Troy NY 12180,NA,518-270-2800,NA,NA,NA,NA,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IPT * CIT * LCCG * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS * TAY SE VET MF CJ CO TRMA PED PTSD SED SMI * STU * PEER * TCC * ADLT CHLD SNR YAD * AH SP * VPPD * FPSY CM SPS,42.72902795,-73.68584162079947
Samaritan Hospital,Behavioral Health,2215 Burdett Avenue Troy NY 12180,NA,518-833-6481,518-833-6470,518-271-3472,NA,NA,SA MH SUMH * HI OP * IPSY * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * PVTN * CLF MC MD MI OSF PI SF SI SMHA * SS * TAY SE CO DV TRMA TBI ALZ PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * ADLT SNR YAD * AH SP FX * F4 * VAPN * AOT CDM COOT DEC FPSY PRS VRS CM IPC SPS ES,42.7343599,-73.6727649
Samaritan Hospital,Mental Health Outpatient Clinic,2215 Burdett Avenue Troy NY 12180,NA,519-833-6481,518-833-6470,518-271-3472,NA,NA,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * PVTN * MHC * MC MD MI PI SF SI SMHA VAF * SS * TAY SE GL MF CJ CO DV TRMA TBI PEFP PTSD SMI * STU * MST LABT * TCC * SMON * ADLT SNR YAD * AH SP FX * F4 * VAPN * AOT CDM COOT DEC FPSY IMR SH CM IPC SPS ES,42.7343599,-73.6727649
Mohawk Valley Psychiatric Center,IP Services,1400 Noyes Street Utica NY 13502,NA,315-738-3800,NA,NA,NA,NA,MH SUMH * HI OP RES * PSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT DBT GT IPT AIM * CIT PEON * STG * CLF MD MI OSF PI SF SI * PEFP SED * STU * HIVT STDT TBS LABT * TCC * SMON * CHLD * AH * VAPN * ACT DEC FPSY ICM IMR LAD CM SPS ES,43.10406515,-75.25672353701063
Neighborhood Center Inc,Dr Rao Behavioral Health Clinic,628 Mary Street Utica NY 13501,NA,315-272-2700,NA,315-272-2723,NA,NA,MH SUMH * OP * OMH * NSC ANTPYCH * AT CBT CFT DBT GT IPT TELE AIM * CIT PEOFF WI * PVTN * CMHG CSBG FG MC MD MI PI PCF SF SI SMHA SWFS * PA SS * GL CJ TRMA SED * STU * MST LABT * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * COOT FPSY IMR CM SPS,43.0965742,-75.2199244
Saint Elizabeth Medical Center,Psychiatric Inpatient Unit,2209 Genesee Street Utica NY 13501,NA,315-801-8221,315-624-6847,NA,NA,NA,MH SUMH * HI * IPSY * CHLOR DROPE FLUPH HALOP PERPH THIOT THIOR ARIPI ASENA CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT GT IDD IPT * PVTN * FQHC * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * SMI * STU * HIVT STDT MST HBT HCT LABT * TCC * SMON * ADLT SNR YAD * AH * VAPN,43.0834893,-75.267075
Upstate Cerebral Palsy Inc,Community Health and Behav Services,1500 Genesee Street Utica NY 13502,NA,315-798-8808 x2250,315-798-8808 x2268,315-738-1428 x2268,NA,NA,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH THIOT ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT IPT TELE * CIT PEON WI * PVTN * CLF FG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * PA SS * TAY GL CO SED SMI * STU * MST LABT * HS * TCC * SMON * ADLT CHLD SNR YAD * AH SP * VAPN * COOT ICM PRS SH CM,43.093546,-75.24808058884403
Upstate Cerebral Palsy Inc,Community Hlth and Behav Servs,1427 Genesee Street Utica NY 13501,NA,315-798-8868 x2266,315-798-8868 x2268,NA,NA,NA,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH THIOT ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * PVTN * CLF FG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * PA SS * TAY GL CO SED SMI * STU * MST LABT * HS * TCC * SMON * ADLT CHLD SNR YAD * AH SP * VAPN * COOT ICM PRS SH CM,43.0937531,-75.2461927
Mental Health Assoc of Rockland County,NA,140 Route 303 Valley Cottage NY 10989,NA,845-267-2172,845-267-2172 x323,845-267-2172 x225,NA,NA,SA MH SUMH * OP * MSMH * CHLOR FLUPH HALOP PERPH THIOT ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT * CIT * PVTN * CLF MC MD OSF SF SMHA SWFS * PA SS * CO SMI * STU * HS PEER * TCC * ADLT CHLD SNR YAD * VPPD * ACT AOT COOT FPSY ICM IMR PRS SH VRS CM SPS,NA,NA
New Horizon Counseling Center Inc,NA,50 West Hawthorne Avenue Valley Stream NY 11580,Suite 314,516-872-9698 x6319,516-872-9698,NA,NA,NA,SA MH SUMH * OP * ARIPI CLOZA OLANZ PALIP QUETI RISPE NRT NSC ANTPYCH * CBT CFT GT IPT * PVTN * MC MD PI SF SI * SS * TAY SE CJ CO DV TRMA SMI * STU * PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * CM SPS,40.6610114,-73.7010315
Delaware County Community MH Services,Family/Childrens Services,243 Delaware Street Walton NY 13856,NA,607-832-5889,NA,NA,NA,NA,MH * OP * OMH * FLUPH HALOP ARIPI PALIP RISPE ANTPYCH * AT CBT CFT DBT IPT * PEON * LCCG * FQHC * CLF MC MD MI OSF PI SCJJ SF SI SWFS VAF * SS * TRMA * STU * ADLT CHLD SNR YAD * VPPD * CDM COOT FPSY IMR PRS ES,42.1696352244898,-75.13499622448978
Delaware County Mental Health Dept,NA,243 Delaware Street Walton NY 13856,NA,607-832-5888,NA,NA,NA,NA,MH * OP * OMH * FLUPH HALOP ARIPI PALIP RISPE ANTPYCH * CBT CFT DBT GT IPT * PEON * LCCG * FQHC MHC * CLF MC MD MI PI SF SI SWFS * SS * CJ TRMA * STU * ADLT CHLD SNR YAD * VPPD * CDM COOT FPSY IMR PRS SH ES,42.1696352244898,-75.13499622448978
Madison Cnty Mental Health Department,NA,138 North Court Street Wampsville NY 13163,NA,315-366-2327,NA,NA,NA,NA,MH SUMH * OP * OMH * FLUPH HALOP LOXAP PERPH PROCH ARIPI CLOZA OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * LCCG * MC MD MI PI SF SWFS * PA SS * CJ * STU * HS * SMON * ADLT CHLD SNR YAD * AH * VAPN * COOT SEMP SH,43.0799057,-75.706499
VA Hudson Valley Healthcare System,CP/Castle Point Campus,41 Castle Point Wappingers Falls NY 12590,NA,845-831-2000,845-831-2000 x5116,NA,NA,NA,SA MH SUMH * HI OP * VAHC * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * FED VAMC * MD MI PI VAF * PA * TAY SE GL VET MF CJ CO HV DV TRMA TBI PED PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMON * ADLT SNR YAD * AH * VAPN * AOT CDM COOT DEC FPSY PRS SEMP SH VRS CM IPC SPS ES,NA,NA
Clarity Wellness Community,ARA/Wyoming County MH Clinic,39 Duncan Street Extension Warsaw NY 14569,NA,585-786-0190 x329,585-786-0190,585-492-2601,NA,NA,SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP PERPH PROCH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT WI * PVTN * MC MD MI PI SF SI * CJ CO TRMA SED SMI * STU * TCC * ADLT CHLD SNR YAD * AH * VAPP * AOT COOT FPSY SPS,NA,NA
Wyoming County Community Hospital,Behavioral Health Unit,400 North Main Street Warsaw NY 14569,NA,585-786-2233 x4692,NA,NA,NA,NA,MH * HI * IPSY * CHLOR HALOP THIOR ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IDD IPT * CIT PEON PEOFF WI * LCCG * CLF MC MD MI OSF PI SF SI SMHA VAF * SS * TAY SE GL VET ADM MF CO HV DV TRMA PED PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMON * ADLT SNR YAD * VAPN * DEC FPSY SPS ES,42.7544057,-78.13044218177886
Seneca County Community Csl Center,NA,31 Thurber Drive Waterloo NY 13165,NA,315-539-1980,NA,315-539-1985,NA,NA,SA MH SUMH * OP * CMHC * HALOP CLOZA OLANZ QUETI RISPE NRT NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CSBG FG MC MD MI OSF PI SCJJ SF SI SMHA SWFS * PA SS * CJ CO TRMA PTSD SMI * STU * LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH FX * F47 * VAPN * COOT DEC FPSY LAD PRS VRS CM SPS,42.9059675,-76.84451351000749
Childrens Home of Jefferson County,Community Clinic of Jefferson County,211 J B Wise Place Watertown NY 13601,NA,315-777-9731,315-782-7445,NA,NA,NA,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP ARIPI CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEOFF WI * PVTN * CLF CMHG CSBG ITU MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * SS * TAY SE SMI * STU * MST * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * AOT COOT ICM CM SPS,43.97569573408847,-75.91012389196123
Schuyler County Mental Health Services,Schuyler Cnty MH Servs/C Y SCM,Mill Creek Center Watkins Glen NY 14891,"106 South Perry Street, Suite 4",607-535-8282,NA,NA,NA,NA,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * LCCG * MC MD MI PI SF SI SMHA * STU * MST * TCC * SMON * ADLT CHLD SNR YAD * VAPN * COOT FPSY ICM CM SPS,NA,NA
Clarity Wellness Community,Personalized Recovery Oriented Service,4222 Bolivar Road Wellsville NY 14895,NA,585-593-1655,NA,NA,NA,NA,SA MH SUMH * OP * OMH * HALOP ARIPI CLOZA OLANZ QUETI RISPE NRT NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * PVTN * MC MD PI SF SI * TAY CO TRMA PTSD SMI * STU * PEER * TCC * ADLT SNR YAD * AH * VPPD * COOT DEC FPSY IMR PRS SEMP VRS SPS,42.12687585,-77.96958937253233
Clarity Wellness Community,Wellsville Clinic,4220 State Route 417 West Wellsville NY 14895,NA,585-593-6300,NA,NA,NA,NA,SA MH SUMH * OP * OMH * HALOP ARIPI CLOZA OLANZ QUETI RISPE NRT NSC ANTPYCH * CBT CFT DBT IDD IPT TELE * WI * PVTN * CLF CMHG CSBG MC MD OSF PI SEF SF SI SMHA SWFS * TAY SE GL VET ADM MF CJ CO HV DV TRMA PED PEFP PTSD SED SMI * STU * TCC * ADLT CHLD SNR YAD * VPPD * COOT FPSY IMR CM SPS,NA,NA
Wellsville Community Based,Outpatient Clinic,3458 Riverside Drive Wellsville NY 14895,Route 19,607-664-4300,NA,NA,NA,NA,SA MH SUMH * OP * VAHC * CLOZA QUETI RISPE NRT NSC ANTPYCH * CBT CFT DBT IDD IPT TELE * FED VAMC * MI PI SF VAF * VET * STU * MST LABT * TCC * SMON * ADLT SNR YAD * VAPN * CDM DEC FPSY IMR CM IPC SPS ES,42.1366393,-77.9675958
North Shore Child and Family,Guidance Center,999 Brush Hollow Road Westbury NY 11590,NA,516-997-2926 x229,516-626-1971 x0,NA,NA,NA,SA MH SUMH * OP * OMH * FLUPH HALOP PERPH TRIFL ARIPI CLOZA LURAS OLANZ OLANZF QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IDD IPT TELE * CIT * PVTN * CLF CSBG MD OSF PI SF SI * SS * TAY GL MF CJ CO TRMA PTSD SED * STU * SMON * CHLD YAD * SP FX * F19 * VAPN * COOT FPSY SPS ES,40.772857,-73.56262
Andrus,NA,19 Greenridge Avenue White Plains NY 10605,NA,914-949-7680 x2206,914-949-7680,NA,NA,NA,MH * OP * OMH * ANTPYCH * CBT CFT DBT GT IPT * PVTN * MC MD PI SF SI SWFS VAF * TAY SE GL VET ADM MF DV TRMA PTSD SED SMI * SMON * ADLT CHLD SNR YAD * SP * VAPN * FPSY SPS,41.02564565,-73.76506038638536
Family Services of Westchester Inc,NA,7-11 South Broadway White Plains NY 10601,NA,914-948-8004,914-948-8004 x22,NA,NA,NA,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD MI PI SF SI * TAY SE GL CO TRMA PTSD SED SMI * STU * TCC * SMON * ADLT CHLD SNR YAD * SP * VAPN * COOT FPSY TPC SPS,41.031171,-73.7619783
New York Presbyterian Hospital,WBHC Child Clinic,21 Bloomingdale Road White Plains NY 10605,NA,914-997-5950,914-997-5882,NA,NA,NA,MH * OP * PSY * ARIPI CLOZA OLANZ QUETI RISPE NSC ANTPYCH * CBT CFT DBT GT IPT TELE AIM * PVTN * MC MD MI PI SF * GL MF TRMA PED PTSD SED * STU * MST LABT * SMON * CHLD * AH * VAPN * FPSY SPS,41.025166567676685,-73.75772609536693
Villa of Hope,Tuckahoe Road Community Residence,6313 Tuckahoe Road Williamson NY 14589,NA,585-865-1550,NA,NA,NA,NA,MH * RES * RTCC * ANTPYCH * AT TELE AIM * PVTN * CLF MD SMHA * GL CJ CO HV TRMA PED PTSD SED * STU * HIVT STDT TBS * HS * SMON * CHLD * AH * VAPN * DEC FPSY CM SPS,43.228125,-77.20194375170067
Astor Services for Children/Families,Dover Counseling Center,6423 Route 55 Wingdale NY 12594,NA,845-350-3010,NA,845-485-9700,NA,NA,MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT IPT * PEOFF WI * PVTN * CLF MD MI OSF PI SF * TAY GL CJ CO HV DV TRMA TBI PED PEFP PTSD SED SMI * STU * TCC * SMON * ADLT CHLD YAD * VAPN * COOT FPSY CM SPS,NA,NA
ACQC Woodside Satellite,ACQC,62-07 Woodside Avenue Woodside NY 11377,3rd Floor,718-472-9400,718-896-2500 x5735,NA,NA,NA,SA MH SUMH * OP * OMH * FLUPH HALOP PERPH ARIPI LURAS OLANZ PALIP RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT IPT TELE * PEON * PVTN * MC MD PI SF SI SMHA * SS * GL CO HV TRMA PTSD * STU * HIVT STDT * HS * TCC * SMOP * ADLT CHLD SNR YAD * SP * VAPP * COOT FPSY LAD CM SPS,40.744766,-73.90224152962162
Child Center of NY,Woodside Clinic,6714 41st Avenue Woodside NY 11377,NA,718-458-4243,NA,NA,NA,NA,SA MH SUMH * OP * OMH * LOXAP ARIPI CLOZA OLANZ OLANZF QUETI RISPE NRT ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PVTN * CLF MC MD OSF PI SF SI SWFS * SS * GL TRMA PTSD SED * STU * MST * TCC * SMON * ADLT CHLD SNR YAD * SP FX * F17 F19 F36 * VAPN * COOT FPSY SPS,40.74443271428572,-73.8975257142857
Western Queens,Consultation Center,61-20 Woodside Avenue Woodside NY 11377,NA,718-672-1705,NA,NA,NA,NA,MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PIMOZ THIOR TRIFL ARIPI ASENA CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT IPT TELE * PEON * PVTN * CLF CMHG CSBG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS * TRMA SED SMI * SMON * ADLT CHLD SNR YAD * SP FX * F4 F17 F19 F25 F28 F31 F36 F42 F67 F70 * VAPN * AOT COOT FPSY IMR CM,40.7445246,-73.9027948
Andrus,Mental Health Division,35 Dock Street Yonkers NY 10701,NA,914-965-1109,914-965-1109 x2220,NA,NA,NA,MH * OP * OMH * CHLOR ARIPI CLOZA QUETI RISPE NRT NSC ANTPYCH * CBT CFT DBT GT IPT TELE * PVTN * CLF MC MD MI OSF PI SF SI SMHA SWFS * SS * TAY SED * STU * TCC * SMON * ADLT CHLD SNR YAD * SP * VAPN * COOT FPSY SPS,40.93568785,-73.90019086792063
Rockland Psychiatric Center,Yonkers Service Center,2 Park Avenue Yonkers NY 10703,NA,914-969-0543,NA,NA,NA,NA,MH * OP * OMH * FLUPH HALOP ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT DBT GT IPT TELE AIM * CIT * STG * FQHC * CLF MC MD OSF PI SF SI SMHA * PA SS * SMI * STU * TCC * SMON * ADLT SNR YAD * AH * VAPN * COOT FPSY IMR PRS VRS SPS,40.940143500000005,-73.89149358997969
Westchester Jewish Community Services,HOSTOS,Hostos Micro Society Elementary School Yonkers NY 10705,75 Morris Street,914-376-8174 x2,NA,NA,NA,NA,MH SUMH * OP * OMH * NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT AIM * CIT PEOFF * PVTN * CLF MC MD OSF PI SCJJ SEF SF SI SWFS * PA SS * SED * STU * PEER * TCC * SMON * CHLD * AH SP * VAPN * COOT FPSY CM SPS ES,NA,NA
Westchester Jewish Community Servs Inc,WJCS KICS MLK School Program,135 Locust Hill Avenue Yonkers NY 10701,NA,914-376-8174 x1,NA,NA,NA,NA,MH SUMH * OP * OMH * NRT NSC ANTPYCH * AT CBT CFT DBT GT IPT AIM * CIT PEOFF * PVTN * CLF MC MD OSF PI SEF SF SI SWFS * PA SS * SED * STU * PEER * TCC * SMON * CHLD * AH SP * VAPN * COOT FPSY CM SPS ES,40.9384217082124,-73.89533358969983
Vidant Roanoke/Chowan Hospital,Behavioral Health,500 Academy Street South Ahoskie NC 27910,NA,252-209-3050,252-209-3501,252-209-3056,NA,NA,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT ECT GT IDD IPT AIM * PEON WI * PVTN * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * SE GL VET ADM MF CO HV TRMA PED PTSD SMI * STU * HIVT STDT TBS MST LABT * TCC * SMON * ADLT SNR YAD * AH * VAPN * DEC IMR PRS SPS ES,NA,NA
Creative Counseling and,Learning Solutions PLLC,2620 West Main Street Albemarle NC 28001,NA,980-581-8144,NA,NA,NA,NA,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTP * FQHC MHC * MD PI SCJJ SF SI * SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA PED PTSD SED * SMON * ADLT CHLD SNR YAD * VAPN * COOT FPSY SPS,35.33621617593687,-80.22912891263466
